160	1.2	1
-2.617994	1.134796	2.434290
0.000000	0.000000	0.000000
1ext.pdb	14.325	16.151	-23.365
model.B99990001.pdb	-24.190	66.895	6.399
2.617994	1.195355	1.200319	33	14	23	60.932
2.617994	1.247695	1.809890	29	18	20	55.359
0.261799	2.164094	-2.991358	18	22	37	53.425
-0.785398	2.592629	0.909713	32	15	30	51.754
0.000000	2.001437	0.381215	122	147	11	50.721
-2.879793	1.128190	-2.288622	122	153	18	50.720
-2.617994	0.992645	-1.723759	128	147	21	49.927
0.261799	1.870545	-2.976234	19	22	33	49.774
1.047198	0.618092	2.539118	35	12	30	49.716
0.000000	1.869911	2.701025	127	1	23	48.671
-0.785398	0.709924	0.218797	12	27	44	48.293
-1.047198	1.998705	2.370472	22	20	42	47.779
-0.523599	1.875281	0.107086	122	158	18	47.171
2.617994	1.756530	-2.105156	17	20	28	47.127
2.356194	0.906588	1.252948	35	11	27	46.807
2.879793	0.762244	-0.273349	14	16	37	46.759
2.617994	1.413430	2.550734	8	12	46	46.647
2.356194	0.458961	-0.107937	15	15	39	46.354
2.356194	1.448123	-2.163292	8	31	35	46.170
-0.261799	1.809167	1.213774	123	155	2	45.999
0.523599	1.218453	2.777284	33	10	24	45.986
-1.832596	2.455966	-0.641220	155	133	14	45.674
-2.879793	1.256302	0.062705	127	142	4	45.614
-2.617994	1.413430	2.550734	33	10	48	45.576
-0.785398	0.496451	0.593859	7	27	39	45.533
-0.785398	1.662363	0.915448	124	6	10	45.514
2.094395	1.025536	1.576859	32	13	22	44.989
2.879793	0.615174	-0.666022	15	17	37	44.987
-2.356194	1.135813	-2.658866	123	143	9	44.528
0.000000	2.579248	-2.364801	35	13	29	44.377
-2.879793	1.872854	1.543456	21	22	33	44.252
1.570796	0.591903	2.010408	35	11	28	44.140
-2.879793	1.374601	-2.456031	120	156	13	44.125
-0.785398	2.760637	2.781135	23	17	40	43.975
-2.879793	0.992645	-1.723759	126	152	21	43.843
1.047198	0.864993	2.278281	34	8	25	43.757
-0.523599	0.762244	-0.273349	14	24	47	43.666
2.617994	1.310100	1.488307	35	13	24	43.663
-2.094395	2.404280	-0.174044	30	13	26	43.638
2.356194	1.025536	1.576859	33	15	24	43.310
-1.308997	2.073035	2.027405	24	16	47	43.245
1.832596	0.929350	-2.910676	21	35	31	43.000
-2.617994	2.247462	0.191623	30	32	37	42.969
0.785398	0.914445	2.687814	34	10	26	42.931
-0.785398	1.301460	-0.509251	14	16	52	42.785
-0.523599	2.760637	2.781135	20	20	40	42.782
2.879793	1.214854	-1.966664	126	3	23	42.776
2.617994	0.458961	-0.107937	15	15	38	42.772
-0.523599	1.683268	0.374177	121	1	14	42.719
-0.523599	1.554776	0.100351	123	0	20	42.523
-1.047198	0.496451	0.593859	11	29	39	42.426
-2.617994	2.104282	-0.813972	30	15	31	42.176
2.094395	0.700570	1.559208	35	13	28	42.081
0.000000	2.356369	3.005869	18	22	36	42.063
2.356194	1.247695	1.809890	31	15	20	41.949
0.000000	2.349581	-2.702517	33	16	25	41.828
-2.094395	1.135813	-2.658866	127	138	10	41.810
-0.523599	1.809167	1.213774	124	1	3	41.795
-0.785398	1.113094	-0.272241	13	21	50	41.752
